,Frequencia,Amplitude(V),Amplitude(V)2
508,8.5,0.0015095894028294176,0.0012186837927880053
509,9.5,0.0015121578486021958,0.002702578430869959
510,10.5,0.0015150391359754088,0.08059512760492271
511,11.5,0.0015182369005841384,0.0010850142375742075
512,12.5,0.0015217552029525051,0.00042989745065403806
513,13.5,0.001525598541790216,0.0009019172902427148
514,14.5,0.0015297718688733015,0.0007939477071047621
515,15.5,0.001534280605604258,0.0009505501996734646
516,16.5,0.0015391306613553937,0.0008962067605131547
517,17.5,0.0015443284537246364,0.0009810950269775658
518,18.5,0.0015498809308272473,0.000946207762294662
519,19.5,0.001555795595784526,0.0010022622486834764
520,20.5,0.0015620805335767834,0.000977713962522358
521,21.5,0.0015687444404453403,0.0010189167048274658
522,22.5,0.0015757966560641429,0.0010009367691609613
523,23.5,0.0015832471987060873,0.0010333802058079922
524,24.5,0.0015911068036819952,0.0010200264609354901
525,25.5,0.001599386965332528,0.001046865375422998
526,26.5,0.0016080999829163713,0.0010370023167102563
527,27.5,0.0016172590107592765,0.001060070274319302
528,28.5,0.0016268781130744732,0.001052979769841725
529,29.5,0.0016369723239263005,0.0010734355842922472
530,30.5,0.0016475577128593215,0.001068640337185973
531,31.5,0.001658651456770958,0.0010872656916369396
532,32.5,0.0016702719187056028,0.001084439010049067
533,33.5,0.001682438734299623,0.0011017905094223136
534,34.5,0.0016951729067366244,0.001100706104493039
535,35.5,0.0017084969111618431,0.0011171995121052208
536,36.5,0.001722434809639708,0.0011177018277754816
537,37.5,0.0017370123778971604,0.001133661929522723
538,38.5,0.0017522572452399051,0.001135647879216918
539,39.5,0.0017681990492733211,0.001151339749980303
540,40.5,0.0017848696072381796,0.001154747233981858
541,41.5,0.0018023031060862462,0.0011703969301232742
542,42.5,0.0018205363137141742,0.001175197645061504
543,43.5,0.0018396088141476384,0.0011910066779633353
544,44.5,0.0018595632699172126,0.0011972018271108225
545,45.5,0.0018804457153722186,0.001213357928398842
546,46.5,0.0019023058852899043,0.0012209760468913423
547,47.5,0.0019251975838864596,0.0012376617674115177
548,48.5,0.001949179100178217,0.0012467582378925738
549,49.5,0.001974313676713574,0.0012641584032524265
550,50.5,0.0020006700399328847,0.001274816476346306
551,51.5,0.0020283230019490805,0.001293125250910207
552,52.5,0.0020573541453837198,0.0013054585671026645
553,53.5,0.0020878526051487122,0.0013248867594557183
554,54.5,0.0021199159638459605,0.0013390435357666817
555,55.5,0.0021536512808572267,0.0013598267692306598
556,56.5,0.002189176279449566,0.0013759959986263989
557,57.5,0.0022266207215267605,0.001398404460171439
558,58.5,0.0022661280062880205,0.001416824709493609
559,59.5,0.0023078570374928963,0.0014411753952524363
560,60.5,0.0023519844147573583,0.0014621471276191345
561,61.5,0.0023987070180725664,0.001488819869579136
562,62.5,0.0024482450725889717,0.0015127227379560103
563,63.5,0.002500845803998474,0.00154218191802802
564,64.5,0.002556787825574373,0.0015694993146118349
565,65.5,0.0026163864388788565,0.0016023242278884896
566,66.5,0.002680000085249492,0.0016336787812414974
567,67.5,0.0027480382603353314,0.0016706074459161074
568,68.5,0.002820971307651578,0.001706813624941074
569,69.5,0.002899342652309278,0.001748808147184467
570,70.5,0.0029837842423669496,0.0017909526638668232
571,71.5,0.0030750362633208293,0.0018393005230523574
572,72.5,0.0031739726297038556,0.0018888700153527492
573,73.5,0.0032816344158369025,0.0019453481545443666
574,74.5,0.0033992743971104477,0.0020044417960163713
575,75.5,0.003528417460058614,0.002071597250658493
576,76.5,0.0036709442020839774,0.0021433024819938404
577,77.5,0.003829209309034503,0.0022249659722859143
578,78.5,0.004006213652130338,0.002314075098100727
579,79.5,0.0042058622216952415,0.002416386876839234
580,80.5,0.004433364705540284,0.0025309079905844914
581,81.5,0.004695884254213869,0.002664620695264778
582,82.5,0.005003642225852291,0.0028194311721558697
583,83.5,0.005371917485951768,0.0030059954958216624
584,84.5,0.005824948294133495,0.003233603543234898
585,85.5,0.006404316423585355,0.0035256959375303686
586,86.5,0.007189412981520653,0.0039194983422259095
587,87.5,0.008357202251374287,0.0045057904482739535
588,88.5,0.010412524492516907,0.005534868281490084
589,89.5,0.01568282142578253,0.008172410577613498
590,90.5,0.12929629995332143,0.06498073100743645
591,91.5,0.005684504531017103,0.0025072740474821687
592,92.5,0.0014141889828803416,0.0010438209548129533
593,93.5,0.004311056239344176,0.002494661976025572
594,94.5,0.0064713060867506635,0.0035767056164600426
595,95.5,0.0086859679262932,0.004686460893535263
596,96.5,0.011484495918671163,0.006087818252205021
597,97.5,0.01570067283196111,0.008198354759023474
598,98.5,0.023548552698159003,0.012124567682379567
599,99.5,0.045113011828396214,0.022909275746783336
600,100.5,0.4924069096822521,0.24655868311642545
601,101.5,0.05385034057200074,0.02656742622114407
602,102.5,0.02479031288033939,0.012034761767707333
603,103.5,0.015550571767635404,0.007412331147713003
604,104.5,0.010826942945943172,0.005047666308239571
605,105.5,0.007766818322854115,0.0035149924732231614
606,106.5,0.005376467972433105,0.0023167583807754645
607,107.5,0.003072185400401787,0.0011619466619024825
608,108.5,7.833995067613242e-05,0.00033825322871035393
609,109.5,0.006412285045327023,0.0035863028479372733
610,110.5,0.11736804075420175,0.05906768706438862
611,111.5,0.01983281777795117,0.009529930213112613
612,112.5,0.011408918158597597,0.005314232597379555
613,113.5,0.008597548275556114,0.0039056521440511004
614,114.5,0.007104193806853928,0.00315497198056064
615,115.5,0.0061401607371669,0.0026699671931075864
616,116.5,0.005448291513702154,0.0023197592656055217
617,117.5,0.004918251755659785,0.0020516485194506844
618,118.5,0.004494081113087372,0.0018350024688633558
619,119.5,0.004143973590030591,0.001656744589543129
620,120.5,0.003848294174741707,0.0015040377399522314
621,121.5,0.003594138972973301,0.0013736312515148074
622,122.5,0.0033726036117231314,0.0012576688007160304
623,123.5,0.003177299477871059,0.0011565505365475738
624,124.5,0.003003495314931728,0.0010641023383603629
625,125.5,0.0028475942393317855,0.0009825345740806684
626,126.5,0.0027068010448650774,0.0009062139560964183
627,127.5,0.0025789026745048444,0.0008384814318522614
628,128.5,0.0024621187566705154,0.0007737577547679442
629,129.5,0.002354997050896517,0.000716230788054115
630,130.5,0.0022563385616586468,0.0006601286289863484
631,131.5,0.0021651427779893102,0.0006103633548746619
632,132.5,0.002080566889182479,0.0005608235371548792
633,133.5,0.002001894910279188,0.0005170982729659873
634,134.5,0.0019285139661531436,0.00047263427563255106
635,135.5,0.0018598958340800306,0.0004336909324130286
636,136.5,0.0017955824078017535,0.00039319061787031163
637,137.5,0.0017351741263736866,0.00035808117546974106
638,138.5,0.0016783206725670058,0.0003206856490090476
639,139.5,0.0016247134285577495,0.0002886762527108902
640,140.5,0.0015740793064931457,0.00025370219946257354
641,141.5,0.0015261756651418358,0.00022421063334558837
642,142.5,0.0014807860921100435,0.00019109835807406642
643,143.5,0.0014377168815526828,0.00016365172298567888
644,144.5,0.0013967940749865118,0.00013192895054362245
645,145.5,0.0013578609612422273,0.00010613400868850275
646,146.5,0.0013207759532606464,7.538959199412383e-05
647,147.5,0.0012854107761014022,5.091126154633106e-05
648,148.5,0.001251648913430718,2.0775175916756202e-05
649,149.5,0.0012193842698850726,2.6796508128832837e-06
650,150.5,0.00118852001461123,3.2552392997262496e-05
651,151.5,0.0011589675776102007,5.524755955299662e-05
652,152.5,0.0011306457755515733,8.519073021158306e-05
653,153.5,0.001103480047722421,0.0001073713365410135
654,154.5,0.0010774017860737614,0.00013772032433372516
655,155.5,0.0010523477459576324,0.00015962201572968437
656,156.5,0.0010282595263090884,0.0001907267850119164
657,157.5,0.001005083109810448,0.00021258460531319785
658,158.5,0.0009827684550226168,0.0002448239168003952
659,159.5,0.0009612691336997563,0.000266881485592988
660,160.5,0.0009405420074846574,0.0003006797184283002
661,161.5,0.0009205469390410286,0.0003231995777703747
662,162.5,0.0009012465333839049,0.00035904793679010825
663,163.5,0.0008826059057471388,0.0003823241493272198
664,164.5,0.0008645924728404174,0.00042080885225216684
665,165.5,0.0008471757647735564,0.00044518339400992076
666,166.5,0.0008303272552680226,0.0004870248670242996
667,167.5,0.0008140202081128706,0.0005129102007229194
668,168.5,0.0007982295380536469,0.0005590198794115275
669,169.5,0.0007829316845526223,0.0005869316372896446
670,170.5,0.0007681044970364369,0.0006384977332098276
671,171.5,0.0007537271304247072,0.0006691043577194944
672,172.5,0.0007397799498724912,0.0007277272248499354
673,173.5,0.0007262444437842905,0.0007619292208839505
674,174.5,0.0007131031442719553,0.0008298461552382932
675,175.5,0.0007003395543154987,0.0008689099210478458
676,176.5,0.0006879380809733353,0.0009493921025227618
677,177.5,0.0006758839740652148,0.0009951916129727326
678,178.5,0.0006641632698004358,0.0010933011113262404
679,179.5,0.0006527627388957638,0.0011487926833122432
680,180.5,0.0006416698387685393,0.0012729784531270015
681,181.5,0.0006308726694341823,0.0013432417416121463
682,182.5,0.000620359932767829,0.0015091954910764086
683,183.5,0.0006101208948503687,0.0016040848416137682
684,184.5,0.000600145351110896,0.0018460700295379671
685,185.5,0.0005904235940345369,0.0019885833393943216
686,186.5,0.0005809463832134592,0.0024047308914568683
687,187.5,0.000571704917550909,0.002667462867573419
688,188.5,0.0005626908094248697,0.003746656972307316
689,189.5,0.0005538960606689586,0.004358113714291867
690,190.5,0.0005453130402079879,0.027042264101060615
691,191.5,0.0005369344632252592,0.004234896093340462
692,192.5,0.0005287533717347663,9.571517819560943e-05
693,193.5,0.0005207631164526299,0.0009059618136396493
694,194.5,0.0005129573398647014,0.002059222040303556
695,195.5,0.0005053299603981717,0.0025981603261325363
696,196.5,0.0004978751576159257,0.004016404996386237
697,197.5,0.0004905873583579733,0.0049197479882688
698,198.5,0.000483461223754113,0.008783190717941192
699,199.5,0.00047649163705455776,0.011184932663625115
700,200.5,0.0004696736922051183,0.09988096168183877
701,201.5,0.00046300268312809414,0.026455386664139165
702,202.5,0.0004564740936490786,0.009590847466079345
703,203.5,0.0004500835880281776,0.0069461814182755115
704,204.5,0.00044382700205265106,0.0044410143922564115
705,205.5,0.0004377003346537161,0.00362287016195484
706,206.5,0.0004316997400104973,0.002402308651689765
707,207.5,0.00042582152010739764,0.0018494817883280097
708,208.5,0.00042006211771808275,0.00041105615605289156
709,209.5,0.0004144181097864768,0.00043576753491326764
710,210.5,0.000408886201171756,0.022581051190333535
711,211.5,0.00040346321875044474,0.00906842726758574
712,212.5,0.0003981461058316187,0.004462402842918929
713,213.5,0.0003929319168858764,0.0036822378618377788
714,214.5,0.0003878178125486182,0.0029245854693200047
715,215.5,0.00038280105489816105,0.002667227958765523
716,216.5,0.0003778790029810811,0.002317959861273405
717,217.5,0.0003730491085715159,0.0021777053675445567
718,218.5,0.00036830891215198,0.001962783277852017
719,219.5,0.00036365603910090867,0.0018700268635596764
720,220.5,0.0003590881960750601,0.0017193925477366923
721,221.5,0.00035460316757670923,0.0016516889701390161
722,222.5,0.0003501988126905672,0.0015381798031641936
723,223.5,0.0003458730619867611,0.0014857574283696974
724,224.5,0.00034162391457435477,0.0013962007100498327
725,225.5,0.00033744943529887954,0.0013539842375781064
726,226.5,0.0003333477520789445,0.0012810392904799867
727,227.5,0.0003293170533684667,0.001246071242326897
728,228.5,0.0003253555857412078,0.0011852452738916838
729,229.5,0.00032146165159051233,0.0011556583677741002
730,230.5,0.00031763360693674636,0.001104010961601053
731,231.5,0.0003138698593373666,0.0010785548813581965
732,232.5,0.0003101688658925338,0.0010340627124562263
733,233.5,0.000306529131345311,0.0010118618998607586
734,234.5,0.0003029492062649065,0.0009730775799434269
735,235.5,0.0002994276853163419,0.0009534969009899008
736,236.5,0.0002959632056040372,0.0009193524703360714
737,237.5,0.00029255444509128744,0.0009019178741233016
738,238.5,0.00028920012108855057,0.0008716051432326105
739,239.5,0.00028589898881065334,0.0008559543755928389
740,240.5,0.0002826498399940384,0.0008288487063258965
741,241.5,0.00027945150157601456,0.0008146994021530537
742,242.5,0.0002763028344279812,0.0007903093193487347
743,243.5,0.00027320273214883093,0.0007774376227236007
744,244.5,0.00027015011989830074,0.0007553704465763679
745,245.5,0.0002671439532954315,0.000743596262262056
746,246.5,0.000264183217345056,0.0007235340369633432
747,247.5,0.00026126692542619825,0.0007127105997316091
748,248.5,0.0002583941183060767,0.0006943928435861142
749,249.5,0.0002555638632101902,0.000684399180238496
750,250.5,0.0002527752529156496,0.0006676102754592223
751,251.5,0.00025002740489220244,0.0006583456533728222
752,252.5,0.00024731946047168365,0.0006429054648132724
753,253.5,0.00024465058405083613,0.0006342852346304466
754,254.5,0.0002420199623309453,0.0006200420215397724
755,255.5,0.00023942680357988587,0.0006119944572463337
756,256.5,0.00023687033692757192,0.0005988194428914451
757,257.5,0.0002343498116898656,0.0005912833077258259
758,258.5,0.0002318644967145367,0.0005790664670460052
759,259.5,0.00022941367975506073,0.0005719891157994689
760,260.5,0.00022699666686610412,0.0005606358709842794
761,261.5,0.00022461278182679524,0.0005539717541920912
762,262.5,0.00022226136557845276,0.0005434003559393252
763,263.5,0.00021994177569057438,0.0005371098290052062
764,264.5,0.00021765338583936333,0.0005272492618337805
765,265.5,0.0002153955853128217,0.0005212976281676933
766,266.5,0.00021316777852842006,0.0005120859206574775
767,267.5,0.0002109693845725957,0.0005064426562917196
768,268.5,0.00020879983675208783,0.000497825507367744
769,269.5,0.0002066585821672794,0.0004924636276665543
770,270.5,0.00020454508129404304,0.0004843932818653447
771,271.5,0.00020245880758769754,0.00047928882046755546
772,272.5,0.00020039924709373277,0.0004717231410601335
773,273.5,0.00019836589808662646,0.00046685471820670656
774,274.5,0.00019635827068884947,0.00045975641884566125
775,275.5,0.00019437588655141265,0.0004551048814119655
776,276.5,0.00019241827849750368,0.00044844088574512333
777,277.5,0.0001904849902153119,0.00044398900521999316
778,278.5,0.00018857557593177812,0.0004377299105858674
779,279.5,0.00018668960012589614,0.00043346212814605775
780,280.5,0.0001848266372246032,0.0004275817544996361
781,281.5,0.00018298627133194698,0.00042348396461593037
782,282.5,0.0001811680959513787,0.000417958973738222
783,283.5,0.0001793717137251303,0.0004140183394514399
784,284.5,0.00017759673617638087,0.00040882791249734077
785,285.5,0.000175842783469614,0.00040503270685550153
786,286.5,0.00017410948416868185,0.0004001582706583763
787,287.5,0.00017239647500954055,0.000396497739865787
788,288.5,0.00017070340067180283,0.0003919227342711315
789,289.5,0.00016902991357494989,0.000388386978895451
790,290.5,0.00016737567365325873,0.00038409665885988516
791,291.5,0.00016574034816993182,0.0003806765301239068
792,292.5,0.00016412361151594047,0.00037665779751450536
793,293.5,0.00016252514501591275,0.00037334480621004036
794,294.5,0.00016094463674944532,0.00036958606717429654
795,295.5,0.00015938178137479332,0.00036637230311357277
796,296.5,0.0001578362799544722,0.00036286334767984693
797,297.5,0.00015630783978831702,0.00035974140798813314
798,298.5,0.00015479617425225663,0.0003564733091886839
799,299.5,0.00015330100264314355,0.00035343623394735145
800,300.5,0.00015182205002423668,0.000350401264300467
801,301.5,0.0001503590470790957,0.00034744247829234843
802,302.5,0.00014891172996980135,0.00034463404192726333
803,303.5,0.00014747984019918253,0.0003417473013930884
804,304.5,0.00014606312446443695,0.0003391598805035915
805,305.5,0.0001446613345517519,0.0003363392239308115
806,306.5,0.000143274227185737,0.0003339683385872412
807,307.5,0.00014190156391454721,0.0003312080406883562
808,308.5,0.00014054311099379258,0.000329050221337261
809,309.5,0.0001391986392695547,0.00032634474939600814
810,310.5,0.00013786792406309992,0.0003243975217298712
811,311.5,0.000136550745062854,0.0003217414935806772
812,312.5,0.00013524688621862949,0.0003200033756732426
813,313.5,0.00013395613564049112,0.00031739151858361055
814,314.5,0.00013267828549295193,0.0003158620305573742
815,315.5,0.00013141313190612845,0.0003132891402866933
816,316.5,0.00013016047487243,0.0003119688270388337
817,317.5,0.00012892011816150034,0.00030942972632465554
818,318.5,0.00012769186922538515,0.00030832019420295705
819,319.5,0.00012647553911574139,0.0003058096898763848
820,320.5,0.00012527094239778372,0.00030491365858345933
821,321.5,0.0001240778970701532,0.00030242649644555633
822,322.5,0.00012289622447735603,0.00030174786788882103
823,323.5,0.00012172574924413043,0.0002992786843481459
824,324.5,0.00012056629919042844,0.0002988226306929609
825,325.5,0.00011941770526073992,0.00029636590004280926
826,326.5,0.0001182798014533286,0.00029613897387431435
827,327.5,0.00011715242474997172,0.000293688949848525
828,328.5,0.00011603541504759087,0.0002936992201607579
829,329.5,0.00011492861509258701,0.0002912498701588778
830,330.5,0.00011383187041689092,0.00029150708887900603
831,331.5,0.00011274502927576338,0.0002890520188877342
832,332.5,0.00011166794258437057,0.00028956782393917255
833,333.5,0.00011060046386191587,0.0002871001916968404
834,334.5,0.00010954244917211103,0.00028788835423110916
835,335.5,0.00010849375706523528,0.00028540076757459384
836,336.5,0.00010745424852698941,0.0002864774931390327
837,337.5,0.00010642378692133913,0.00028396188963356094
838,338.5,0.00010540223794060798,0.00028534618582877805
839,339.5,0.0001043894695547238,0.00028279368868212564
840,340.5,0.00010338535195949794,0.0002845078155579958
841,341.5,0.0001023897575311896,0.00028190855933149213
842,342.5,0.00010140256077792911,0.00028397858372612624
843,343.5,0.00010042363829343919,0.00028132150132342143
844,344.5,9.94528687142269e-05,0.00028377798305451147
845,345.5,9.849013267288616e-05,0.0002810505426704042
846,346.5,9.753531275918817e-05,0.00028392938969510397
847,347.5,9.658829347511077e-05,0.00028111726651243045
848,348.5,9.564896119713964e-05,0.00028446080894704726
849,349.5,9.471720413514526e-05,0.0002815474708541134
850,350.5,9.379291229284965e-05,0.00028540582175569536
851,351.5,9.287597743497258e-05,0.0002823720004295564
852,352.5,9.196629304399394e-05,0.0002868047970121624
853,353.5,9.106375428667331e-05,0.0002836278041681515
854,354.5,9.016825798414856e-05,0.00028870646057779266
855,355.5,8.927970256924343e-05,0.0002853592919805015
856,356.5,8.83979880587204e-05,0.0002911699503246366
857,357.5,8.752301601935894e-05,0.0002876200940320108
858,358.5,8.665468953599985e-05,0.0002942675443158969
859,359.5,8.57929131805073e-05,0.0002904753690763781
860,360.5,8.49375929804982e-05,0.0002980883386854034
861,361.5,8.408863639215563e-05,0.00029400487363917093
862,362.5,8.324595226845848e-05,0.0003027432933620478
863,363.5,8.240945083218475e-05,0.00029830710388988795
864,364.5,8.157904364883018e-05,0.00030837229474563497
865,365.5,8.075464359856369e-05,0.0003035049786237244
866,366.5,7.993616484947072e-05,0.00031515427362997057
867,367.5,7.912352283338909e-05,0.0003097537826215648
868,368.5,7.831663421910107e-05,0.0003233220979442563
869,369.5,7.751541688843415e-05,0.0003172525006345563
870,370.5,7.671978991168943e-05,0.00033318520604765176
871,371.5,7.592967352378691e-05,0.00032626036019312666
872,372.5,7.514498910261619e-05,0.00034516534704932063
873,373.5,7.436565914463908e-05,0.0003371215704129371
874,374.5,7.359160724400362e-05,0.00035985571391140543
875,375.5,7.282275806996778e-05,0.0003503032209029987
876,376.5,7.205903734744107e-05,0.0003781246164243981
877,377.5,7.13003718339218e-05,0.000366454422943644
878,378.5,7.054668930118201e-05,0.00040131113642025195
879,379.5,6.979791851470684e-05,0.0003864980657567502
880,380.5,6.905398921535749e-05,0.0004316317417535453
881,381.5,6.831483209585459e-05,0.0004117581525566616
882,382.5,6.758037879107078e-05,0.0004731436052728519
883,383.5,6.685056184959296e-05,0.0004440087576387377
884,384.5,6.612531472428901e-05,0.0005344988808176194
885,385.5,6.540457174859347e-05,0.00048419892762911905
886,386.5,6.468826812562729e-05,0.000639527913904203
887,387.5,6.397633990541208e-05,0.000513140984989358
888,388.5,6.326872397248548e-05,0.0008989143714691802
889,389.5,6.25653580274898e-05,0.0003465847505762008
890,390.5,6.186618057263189e-05,0.005587978879801497
891,391.5,6.117113089614658e-05,0.0020202631353305246
892,392.5,6.048014905828807e-05,0.00016432217796117136
893,393.5,5.979317587427191e-05,7.061709979152569e-05
894,394.5,5.911015290110322e-05,0.0005433207751731164
895,395.5,5.843102242266962e-05,0.0003827593926296744
896,396.5,5.7755727436966226e-05,0.0009156672672753915
897,397.5,5.70842116420486e-05,0.0004796005613869787
898,398.5,5.641641942174762e-05,0.0018217483963184047
899,399.5,5.5752295832793705e-05,0.0029627024708717025
900,400.5,5.509178659230131e-05,0.020251475225157863
901,401.5,5.443483806525008e-05,0.01015446960076896
902,402.5,5.378139725186614e-05,0.0016935933725863554
903,403.5,5.313141177622513e-05,0.001795912167405611
904,404.5,5.2484829872477826e-05,0.0007119904377923944
905,405.5,5.184160037510766e-05,0.0008209029505956485
906,406.5,5.120167270509757e-05,0.0003274294954894329
907,407.5,5.056499686150562e-05,0.00047742872902225485
908,408.5,4.993152340880686e-05,4.259747857890813e-05
909,409.5,4.9301203465783116e-05,0.001156331826647494
910,410.5,4.8673988695418247e-05,0.004704720674445456
911,411.5,4.804983129312005e-05,0.0029452359443931414
912,412.5,4.742868397967393e-05,0.0007064668951013219
913,413.5,4.681049998701232e-05,0.0007403284662112151
914,414.5,4.619523305299142e-05,0.000422274767677981
915,415.5,4.55828374077093e-05,0.0004522014672099628
916,416.5,4.497326776462324e-05,0.0003112231170124139
917,417.5,4.4366479310189956e-05,0.00033197457509871937
918,418.5,4.376242769880413e-05,0.0002469541513161275
919,419.5,4.316106903889459e-05,0.0002622354718581025
920,420.5,4.256235988805727e-05,0.0002035027628736282
921,421.5,4.196625724090132e-05,0.00021534239524079364
922,422.5,4.137271852327877e-05,0.0001716331966202174
923,423.5,4.078170158069523e-05,0.00018114924717929157
924,424.5,4.0193164671795066e-05,0.00014706661294226615
925,425.5,3.9607066461432605e-05,0.00015492465412882575
926,426.5,3.9023366009491584e-05,0.00012748395298717709
927,427.5,3.844202276499706e-05,0.00013410783672326363
928,428.5,3.786299655813679e-05,0.00011149183355709021
929,429.5,3.7286247591103125e-05,0.00011716632458997807
930,430.5,3.6711736433521466e-05,9.819019396569361e-05
931,431.5,3.613942401130896e-05,0.00010311487431568127
932,432.5,3.556927160293435e-05,8.696573668795333e-05
933,433.5,3.500124082862411e-05,9.128530274557098e-05
934,434.5,3.4435293646169004e-05,7.738308582575563e-05
935,435.5,3.3871392341837785e-05,8.12053738044684e-05
936,436.5,3.3309499524999654e-05,6.912298350265663e-05
937,437.5,3.274957812073072e-05,7.253021332257084e-05
938,438.5,3.2191591363705384e-05,6.194507190093302e-05
939,439.5,3.1635502788567865e-05,6.500114364319938e-05
940,440.5,3.1081276228289824e-05,5.566439519667081e-05
941,441.5,3.052887580336588e-05,5.841978441874507e-05
942,442.5,2.9978265919782972e-05,5.0135976197257145e-05
943,443.5,2.9429411256805732e-05,5.263111283997532e-05
944,444.5,2.8882276768102457e-05,4.524435911909494e-05
945,445.5,2.8336827668412865e-05,4.751201738504691e-05
946,446.5,2.779302943410959e-05,4.089632171500724e-05
947,447.5,2.7250847791276474e-05,4.2963346620482854e-05
948,448.5,2.671024871795508e-05,3.7015674747845404e-05
949,449.5,2.6171198425049775e-05,3.8904252798912194e-05
950,450.5,2.5633663365739032e-05,3.353947398451864e-05
951,451.5,2.509761021998415e-05,3.5268083752598845e-05
952,452.5,2.4563005892167496e-05,3.0415210862776668e-05
953,453.5,2.4029817506760705e-05,3.1999344449931146e-05
954,454.5,2.349801239873462e-05,2.75986954558377e-05
955,455.5,2.2967558113372807e-05,2.905141315750185e-05
956,456.5,2.243842239771881e-05,2.5052438196193215e-05
957,457.5,2.1910573195401037e-05,2.6384799831560412e-05
958,458.5,2.138397864420746e-05,2.2744396861214238e-05
959,459.5,2.0858607066164118e-05,2.3965800632132896e-05
960,460.5,2.0334426968522392e-05,2.064699500839041e-05
961,461.5,1.9811407032013482e-05,2.1765446119790265e-05
962,462.5,1.928951611183688e-05,1.8736344812270877e-05
963,463.5,1.8768723230368426e-05,1.9758670106480128e-05
964,464.5,1.8248997569803803e-05,1.6991625675618754e-05
965,465.5,1.7730308472392765e-05,1.792364631125597e-05
966,466.5,1.7212625432133008e-05,1.539458285263587e-05
967,467.5,1.669591808943119e-05,1.6241254022152196e-05
968,468.5,1.6180156231064243e-05,1.3929119439185208e-05
969,469.5,1.5665309778682378e-05,1.469464394269365e-05
970,470.5,1.5151348791081122e-05,1.2580961669208789e-05
971,471.5,1.4638243454644224e-05,1.3268882530979791e-05
972,472.5,1.4125964081637625e-05,1.1337382223597443e-05
973,473.5,1.3614481103491456e-05,1.1950658350430741e-05
974,474.5,1.3103765069054265e-05,1.0186969799003473e-05
975,475.5,1.2593786636452315e-05,1.0728037776096851e-05
976,476.5,1.2084516575478246e-05,9.119435799516639e-06
977,477.5,1.1575925751569143e-05,9.59026023045703e-06
978,478.5,1.1067985135964525e-05,8.125450996388744e-06
979,479.5,1.0560665788665953e-05,8.527565276330949e-06
980,480.5,1.0053938862202106e-05,7.196506493120067e-06
981,481.5,9.547775594180086e-06,7.5310454908133406e-06
982,482.5,9.042147302716266e-06,6.324794496391487e-06
983,483.5,8.537025384781643e-06,6.592520290715105e-06
984,484.5,8.03238130817546e-06,5.503105247627628e-06
985,485.5,7.528186610834984e-06,5.704426831284895e-06
986,486.5,7.024412895377386e-06,4.724737188591305e-06
987,487.5,6.521031824043072e-06,4.859724817807397e-06
988,488.5,6.018015116833331e-06,3.983417938061536e-06
989,489.5,5.515334544302331e-06,4.0518126571828655e-06
990,490.5,5.012961927396605e-06,3.2732340872128246e-06
991,491.5,4.510869129217308e-06,3.274452806663586e-06
992,492.5,4.009028052351201e-06,2.5885681544749707e-06
993,493.5,3.507410640882841e-06,2.5217045355549772e-06
994,494.5,3.005988863409081e-06,1.924041269800106e-06
995,495.5,2.5047347205937782e-06,1.7878625663490028e-06
996,496.5,2.0036202378398618e-06,1.274460387822227e-06
997,497.5,1.5026174584520935e-06,1.0674002824929083e-06
998,498.5,1.0016984432460813e-06,6.347689400740262e-07
999,499.5,5.008352636035499e-07,3.549163441521375e-07
