,Frequencia,Amplitude(V)1,Amplitude(V)2
387,-112.5,0.14050182268234698,0.0
388,-111.5,0.13816199366729273,0.0
389,-110.5,0.13576972270063137,0.0
390,-109.5,0.13331938315699893,0.0
391,-108.5,0.1308042065965049,0.0
392,-107.5,0.128215898203343,0.0
393,-106.5,0.12554405742879532,0.0
394,-105.5,0.12277526156399705,0.0
395,-104.5,0.11989152273889382,0.0
396,-103.5,0.11686746489626247,0.0
397,-102.5,0.11366451994745956,0.0
398,-101.5,0.11021667359712031,0.0
399,-100.5,0.10638251052443454,0.0
400,-99.5,0.10160691795133948,0.0
401,-98.5,0.09825575421802447,0.0
402,-97.5,0.09574822085864505,0.0
403,-96.5,0.09359134814665133,0.0
404,-95.5,0.0916634261834242,0.0
405,-94.5,0.08990546524705824,0.0
406,-93.5,0.08828226796689538,0.0
407,-92.5,0.08677037122532945,0.0
408,-91.5,0.08535299569435625,0.0
409,-90.5,0.08401754106100205,0.0
410,-89.5,0.08275419789248457,0.0
411,-88.5,0.08155511472686659,0.0
412,-87.5,0.08041386740765383,0.0
413,-86.5,0.07932510469231549,0.0
414,-85.5,0.07828430241970755,0.0
415,-84.5,0.07728758755484205,0.0
416,-83.5,0.07633160889121349,0.0
417,-82.5,0.07541343988466759,0.0
418,-81.5,0.07453050420815482,0.0
419,-80.5,0.07368051774492347,0.0
420,-79.5,0.07286144271531642,0.0
421,-78.5,0.072071450919234,0.0
422,-77.5,0.0713088939353177,0.0
423,-76.5,0.07057227870433828,0.0
424,-75.5,0.06986024733276848,0.0
425,-74.5,0.06917156024225196,0.0
426,-73.5,0.06850508199956877,0.0
427,-72.5,0.06785976931454385,0.0
428,-71.5,0.06723466080671331,0.0
429,-70.5,0.06662886822669678,0.0
430,-69.5,0.0660415688828881,0.0
431,-68.5,0.06547199907371262,0.0
432,-67.5,0.0649194483641728,0.0
433,-66.5,0.0643832545754961,0.0
434,-65.5,0.0638627993804338,0.0
