,0
203,0.9334487965802473
204,0.9328050420001206
205,0.9321583881021145
206,0.9315088386924341
207,0.9308563975940184
208,0.9302010686465142
209,0.9295428557062476
210,0.9288817626461982
211,0.928217793355971
212,0.9275509517417702
213,0.9268812417263697
214,0.9262086672490878
215,0.9255332322657581
216,0.924854940748702
217,0.9241737966867011
218,0.9234898040849687
219,0.9228029669651219
220,0.9221132893651535
221,0.9214207753394031
222,0.9207254289585293
223,0.9200272543094806
224,0.9193262554954665
225,0.9186224366359294
226,0.9179158018665151
227,0.917206355339044
228,0.9164941012214816
229,0.9157790436979094
230,0.915061186968496
231,0.9143405352494668
232,0.9136170927730746
233,0.9128908637875701
234,0.9121618525571726
235,0.9114300633620384
236,0.9106955004982326
237,0.9099581682776975
238,0.9092180710282234
239,0.9084752130934175
240,0.9077295988326737
241,0.906981232621142
242,0.9062301188496975
243,0.9054762619249102
244,0.9047196662690133
245,0.9039603363198729
246,0.9031982765309561
247,0.9024334913713002
248,0.9016659853254817
249,0.900895762893584
250,0.900122828591166
251,0.8993471869492313
252,0.8985688425141951
253,0.8977877998478537
254,0.8970040635273511
255,0.8962176381451474
256,0.8954285283089878
257,0.894636738641868
258,0.8938422737820034
259,0.8930451383827964
260,0.8922453371128033
261,0.8914428746557019
262,0.8906377557102587
263,0.8898299849902951
264,0.8890195672246557
265,0.8882065071571742
266,0.8873908095466407
267,0.8865724791667678
268,0.8857515208061576
269,0.8849279392682678
270,0.8841017393713783
271,0.8832729259485572
272,0.882441503847627
273,0.8816074779311308
274,0.8807708530762982
275,0.879931634175011
276,0.8790898261337685
277,0.8782454338736543
278,0.8773984623303005
279,0.876548916453854
280,0.8756968012089416
281,0.8748421215746353
282,0.8739848825444168
283,0.8731250891261435
284,0.8722627463420131
285,0.8713978592285279
286,0.87053043283646
287,0.8696604722308164
288,0.8687879824908025
289,0.8679129687097871
290,0.8670354359952669
291,0.8661553894688307
292,0.8652728342661231
293,0.8643877755368092
294,0.8635002184445381
295,0.8626101681669067
296,0.8617176298954242
297,0.8608226088354746
298,0.8599251102062817
299,0.8590251392408712
300,0.8581227011860352
301,0.8572178013022946
302,0.8563104448638633
303,0.8554006371586101
304,0.854488383488023
305,0.853573689167171
306,0.8526565595246677
307,0.851736999902634
308,0.85081501565666
309,0.8498906121557682
310,0.8489637947823766
311,0.8480345689322596
312,0.847102940014511
313,0.8461689134515071
314,0.8452324946788666
315,0.8442936891454154
316,0.843352502313146
317,0.8424089396571808
318,0.8414630066657337
319,0.8405147088400713
320,0.8395640516944749
321,0.8386110407562015
322,0.8376556815654459
323,0.8366979796753015
324,0.8357379406517211
325,0.8347755700734796
326,0.8338108735321332
327,0.8328438566319813
328,0.8318745249900278
329,0.8309028842359408
330,0.8299289400120141
331,0.8289526979731277
332,0.8279741637867077
333,0.8269933431326881
334,0.8260102417034696
335,0.8250248652038815
336,0.82403721935114
337,0.82304730987481
338,0.8220551425167646
339,0.8210607230311445
340,0.8200640571843185
341,0.8190651507548433
342,0.818064009533423
343,0.8170606393228683
344,0.8160550459380569
345,0.8150472352058926
346,0.8140372129652641
347,0.8130249850670057
348,0.8120105573738551
349,0.8109939357604126
350,0.8099751261131021
351,0.8089541343301271
352,0.8079309663214322
353,0.8069056280086606
354,0.805878125325113
355,0.8048484642157067
356,0.8038166506369333
357,0.8027826905568186
358,0.8017465899548799
359,0.8007083548220847
360,0.7996679911608092
361,0.7986255049847961
362,0.7975809023191134
363,0.7965341892001115
364,0.7954853716753819
365,0.7944344558037156
366,0.7933814476550592
367,0.7923263533104746
368,0.7912691788620955
369,0.7902099304130855
370,0.7891486140775952
371,0.7880852359807203
372,0.7870198022584589
373,0.785952319057668
374,0.784882792536022
375,0.783811228861969
376,0.7827376342146877
377,0.7816620147840461
378,0.780584376770556
379,0.7795047263853323
380,0.778423069850048
381,0.7773394133968922
382,0.776253763268526
383,0.7751661257180396
384,0.7740765070089085
385,0.7729849134149507
386,0.7718913512202819
387,0.7707958267192732
388,0.7696983462165063
389,0.7685989160267308
390,0.7674975424748193
391,0.7663942318957236
392,0.765288990634432
393,0.7641818250459238
394,0.7630727414951255
395,0.7619617463568674
396,0.7608488460158385
397,0.7597340468665424
398,0.7586173553132537
399,0.7574987777699722
400,0.7563783206603798
401,0.7552559904177947
402,0.7541317934851279
403,0.7530057363148379
404,0.751877825368886
405,0.7507480671186918
406,0.7496164680450879
407,0.7484830346382753
408,0.7473477733977784
409,0.7462106908323999
410,0.7450717934601758
411,0.7439310878083303
412,0.7427885804132299
413,0.741644277820339
414,0.7404981865841747
415,0.73935031326826
416,0.73820066444508
417,0.7370492466960357
418,0.7358960666113978
419,0.7347411307902627
420,0.7335844458405051
421,0.7324260183787331
422,0.7312658550302428
423,0.7301039624289712
424,0.7289403472174523
425,0.7277750160467686
426,0.7266079755765075
427,0.7254392324747136
428,0.7242687934178433
429,0.7230966650907189
430,0.7219228541864816
431,0.7207473674065455
432,0.719570211460552
433,0.7183913930663225
434,0.7172109189498121
435,0.7160287958450638
436,0.7148450304941615
437,0.713659629647183
438,0.7124726000621543
439,0.7112839485050024
440,0.7100936817495084
441,0.7089018065772613
442,0.7077083297776104
443,0.7065132581476196
444,0.7053165984920188
445,0.7041183576231589
446,0.7029185423609632
447,0.7017171595328809
448,0.7005142159738407
449,0.699309718526202
450,0.6981036740397095
451,0.6968960893714452
452,0.6956869713857802
453,0.6944763269543293
454,0.6932641629559019
455,0.6920504862764555
456,0.6908353038090482
457,0.6896186224537907
458,0.6884004491177991
459,0.6871807907151474
460,0.6859596541668197
461,0.6847370464006627
462,0.6835129743513374
463,0.6822874449602726
464,0.6810604651756157
465,0.6798320419521855
466,0.6786021822514248
467,0.6773708930413515
468,0.6761381812965112
469,0.6749040539979296
470,0.6736685181330636
471,0.6724315806957538
472,0.6711932486861765
473,0.6699535291107948
474,0.6687124289823112
475,0.6674699553196195
476,0.6662261151477558
477,0.6649809154978503
478,0.66373436340708
479,0.6624864659186193
480,0.6612372300815916
481,0.6599866629510216
482,0.6587347715877864
483,0.6574815630585669
484,0.6562270444357994
485,0.6549712227976273
486,0.6537141052278521
487,0.6524556988158849
488,0.6511960106566982
489,0.6499350478507758
490,0.6486728175040664
491,0.6474093267279327
492,0.6461445826391035
493,0.6448785923596251
494,0.6436113630168122
495,0.642342901743199
496,0.64107321567649
497,0.6398023119595123
498,0.6385301977401648
499,0.6372568801713707
500,0.635982366411028
501,0.6347066636219602
502,0.6334297789718677
503,0.6321517196332787
504,0.630872492783499
505,0.6295921056045647
506,0.6283105652831921
507,0.6270278790107275
508,0.6257440539831002
509,0.6244590974007712
510,0.6231730164686851
511,0.6218858183962205
512,0.6205975103971406
513,0.6193080996895443
514,0.6180175934958158
515,0.6167259990425765
516,0.6154333235606352
517,0.6141395742849382
518,0.61284475845452
519,0.6115488833124547
520,0.610251956105805
521,0.6089539840855744
522,0.6076549745066564
523,0.6063549346277853
524,0.6050538717114873
525,0.6037517930240296
526,0.6024487058353724
527,0.6011446174191182
528,0.5998395350524623
529,0.5985334660161435
530,0.5972264175943943
531,0.5959183970748912
532,0.5946094117487051
533,0.5932994689102513
534,0.5919885758572403
535,0.5906767398906273
536,0.5893639683145637
537,0.5880502684363462
538,0.5867356475663671
539,0.5854201130180651
540,0.5841036721078752
541,0.5827863321551792
542,0.5814681004822552
543,0.5801489844142284
544,0.5788289912790209
545,0.5775081284073017
546,0.5761864031324381
547,0.5748638227904437
548,0.5735403947199302
549,0.572216126262057
550,0.5708910247604813
551,0.5695650975613077
552,0.5682383520130395
553,0.5669107954665273
554,0.56558243527492
555,0.5642532787936151
556,0.5629233333802076
557,0.5615926063944413
558,0.5602611051981581
559,0.5589288371552481
560,0.5575958096316
561,0.556262029995051
562,0.5549275056153363
563,0.5535922438640398
564,0.5522562521145439
565,0.5509195377419795
566,0.549582108123176
567,0.5482439706366112
568,0.5469051326623613
569,0.545565601582051
570,0.5442253847788043
571,0.5428844896371926
572,0.5415429235431866
573,0.5402006938841051
574,0.5388578080485655
575,0.5375142734264343
576,0.5361700974087759
577,0.5348252873878032
578,0.5334798507568281
579,0.5321337949102108
580,0.5307871272433105
581,0.5294398551524343
582,0.5280919860347885
583,0.5267435272884278
584,0.5253944863122052
585,0.5240448705057237
586,0.5226946872692834
587,0.5213439440038343
588,0.5199926481109248
589,0.5186408069926521
590,0.5172884280516128
591,0.515935518690852
592,0.5145820863138143
593,0.5132281383242929
594,0.5118736821263807
595,0.5105187251244201
596,0.5091632747229525
597,0.507807338326669
598,0.5064509233403608
599,0.5050940371688678
600,0.5037366872170315
601,0.5023788808896422
602,0.501020625591391
603,0.49966192872681936
604,0.4983027977002692
605,0.49694323991583383
606,0.495583262777307
607,0.49422287368813417
608,0.4928620800513617
609,0.49150088926958857
610,0.4901393087449153
611,0.48877734587889443
612,0.4874150080724816
613,0.48605230272598493
614,0.48468923723901625
615,0.48332581901044047
616,0.48196205543832665
617,0.48059795391989785
618,0.479233521851482
619,0.4778687666284625
620,0.4765036956452273
621,0.4751383162951211
622,0.4737726359703945
623,0.47240666206215504
624,0.4710404019603178
625,0.46967386305355563
626,0.4683070527292496
627,0.46693997837343987
628,0.4655726473707759
629,0.46420506710446774
630,0.46283724495623574
631,0.46146918830626177
632,0.4601009045331397
633,0.4587324010138257
634,0.4573636851235902
635,0.4559947642359671
636,0.4546256457227052
637,0.4532563369537192
638,0.4518868452970397
639,0.4505171781187657
640,0.4491473427830132
641,0.44777734665186736
642,0.4464071970853338
643,0.4450369014412881
644,0.44366646707542823
645,0.4422959013412249
646,0.44092521158987197
647,0.4395544051702383
648,0.4381834894288188
649,0.43681247170968523
650,0.43544135935443695
651,0.43407015970215296
652,0.4326988800893422
653,0.43132752784989487
654,0.42995611031503506
655,0.4285846348132697
656,0.4272131086703412
657,0.4258415392091792
658,0.4244699337498505
659,0.4230982996095118
660,0.42172664410236066
661,0.4203549745395863
662,0.41898329822932184
663,0.41761162247659583
664,0.41623995458328367
665,0.41486830184805845
666,0.4134966715663442
667,0.4121250710302655
668,0.41075350752860057
669,0.40938198834673345
670,0.40801052076660393
671,0.4066391120666605
672,0.40526776952181254
673,0.40389650040338104
674,0.4025253119790517
675,0.40115421151282626
676,0.3997832062649741
677,0.39841230349198453
678,0.3970415104465202
679,0.3956708343773668
680,0.3943002825293864
681,0.39292986214347053
682,0.3915595804564902
683,0.3901894447012505
684,0.3888194621064413
685,0.38744963989659015
686,0.3860799852920142
687,0.38471050550877356
688,0.38334120775862324
689,0.3819720992489648
690,0.3806031871828007
691,0.3792344787586851
692,0.3778659811706771
693,0.3764977016082949
694,0.3751296472564658
695,0.37376182529548063
696,0.3723942429009468
697,0.37102690724374
698,0.369659825489958
699,0.3682930048008735
700,0.3669264523328866
701,0.36556017523747786
702,0.3641941806611623
703,0.36282847574544186
704,0.36146306762675784
705,0.3600979634364458
706,0.35873317030068713
707,0.35736869534046384
708,0.35600454567151096
709,0.35464072840427013
710,0.3532772506438429
711,0.35191411948994544
712,0.35055134203686006
713,0.3491889253733907
714,0.34782687658281586
715,0.34646520274284154
716,0.34510391092555687
717,0.3437430081973857
718,0.3423825016190426
719,0.34102239824548497
720,0.33966270512586855
721,0.3383034293035001
722,0.3369445778157925
723,0.3355861576942188
724,0.33422817596426524
725,0.3328706396453873
726,0.3315135557509626
727,0.3301569312882457
728,0.3288007732583228
729,0.32744508865606614
730,0.32608988447008774
731,0.32473516768269545
732,0.3233809452698457
733,0.32202722420110014
734,0.3206740114395793
735,0.31932131394191726
736,0.3179691386582169
737,0.3166174925320051
738,0.3152663825001874
739,0.31391581549300257
740,0.3125657984339789
741,0.3112163382398878
742,0.3098674418207008
743,0.3085191160795436
744,0.3071713679126515
745,0.30582420420932516
746,0.30447763185188603
747,0.3031316577156322
748,0.30178628866879287
749,0.3004415315724853
750,0.29909739328067
751,0.2977538806401057
752,0.2964110004903074
753,0.29506875966349966
754,0.29372716498457413
755,0.29238622327104546
756,0.2910459413330069
757,0.2897063259730869
758,0.2883673839864053
759,0.2870291221605294
760,0.28569154727543
761,0.28435466610343907
762,0.2830184854092052
763,0.28168301194964984
764,0.28034825247392553
765,0.27901421372337065
766,0.2776809024314671
767,0.27634832532379827
768,0.27501648911800375
769,0.2736854005237374
770,0.2723550662426251
771,0.27102549296822026
772,0.26969668738596236
773,0.2683686561731338
774,0.26704140599881687
775,0.265714943523851
776,0.26438927540079143
777,0.2630644082738656
778,0.2617403487789307
779,0.2604171035434324
780,0.25909467918636137
781,0.2577730823182114
782,0.25645231954093883
783,0.25513239744791794
784,0.2538133226239005
785,0.25249510164497435
786,0.2511777410785201
787,0.24986124748317057
788,0.24854562740876898
789,0.24723088739632665
790,0.245917033977982
791,0.2446040736769595
792,0.24329201300752767
793,0.24198085847495765
794,0.24067061657548308
795,0.2393612937962574
796,0.23805289661531423
797,0.23674543150152577
798,0.2354389049145616
799,0.234133323304848
800,0.2328286931135281
801,0.23152502077241968
802,0.23022231270397595
803,0.2289205753212444
804,0.22761981502782616
805,0.22632003821783572
806,0.22502125127586192
807,0.22372346057692566
808,0.222426672486441
809,0.2211308933601755
810,0.219836129544209
811,0.21854238737489504
812,0.2172496731788205
813,0.21595799327276552
814,0.21466735396366435
815,0.21337776154856594
816,0.21208922231459448
817,0.21080174253890913
818,0.20951532848866602
819,0.20822998642097795
820,0.20694572258287616
821,0.20566254321127084
822,0.20438045453291193
823,0.20309946276435042
824,0.2018195741119003
825,0.20054079477159847
826,0.19926313092916742
827,0.19798658875997613
828,0.1967111744290012
829,0.1954368940907895
830,0.19416375388941884
831,0.19289175995846072
832,0.19162091842094142
833,0.19035123538930476
834,0.18908271696537327
835,0.18781536924031134
836,0.18654919829458697
837,0.18528421019793362
838,0.1840204110093139
839,0.18275780677688078
840,0.18149640353794078
841,0.18023620731891696
842,0.17897722413531145
843,0.17771945999166772
844,0.17646292088153484
845,0.17520761278742897
846,0.17395354168079802
847,0.1727007135219841
848,0.17144913426018665
849,0.17019880983342614
850,0.1689497461685079
851,0.1677019491809856
852,0.16645542477512407
853,0.1652101788438646
854,0.1639662172687875
855,0.16272354592007635
856,0.16148217065648343
857,0.16024209732529177
858,0.15900333176228043
859,0.15776587979168952
860,0.15652974722618312
861,0.15529493986681525
862,0.1540614635029939
863,0.15282932391244541
864,0.15159852686117942
865,0.15036907810345515
866,0.1491409833817442
867,0.14791424842669693
868,0.14668887895710794
869,0.14546488067988034
870,0.1442422592899922
871,0.14302102047046153
872,0.14180116989231162
873,0.14058271321453705
874,0.13936565608406978
875,0.13815000413574471
876,0.13693576299226523
877,0.1357229382641704
878,0.13451153554979992
879,0.1333015604352609
880,0.1320930184943953
881,0.1308859152887444
882,0.12968025636751665
883,0.12847604726755452
884,0.12727329351330027
885,0.12607200061676388
886,0.12487217407748963
887,0.12367381938252278
888,0.12247694200637713
889,0.12128154741100253
890,0.12008764104575212
891,0.11889522834734916
892,0.11770431473985578
893,0.11651490563463968
894,0.11532700643034201
895,0.11414062251284662
896,0.112955759255246
897,0.11177242201781049
898,0.11059061614795687
899,0.10941034698021558
900,0.10823161983620008
901,0.10705444002457508
902,0.10587881284102475
903,0.10470474356822168
904,0.10353223747579623
905,0.10236129982030495
906,0.10119193584519923
907,0.1000241507807955
908,0.09885794984424334
909,0.09769333823949572
910,0.0965303211572782
911,0.09536890377505802
912,0.0942090912570142
913,0.09305088875400769
914,0.09189430140355022
915,0.09073933432977536
916,0.08958599264340815
917,0.08843428144173501
918,0.08728420580857427
919,0.08613577081424707
920,0.08498898151554742
921,0.08384384295571241
922,0.08270036016439407
923,0.08155853815762897
924,0.08041838193781022
925,0.07927989649365812
926,0.07814308680019101
927,0.07700795781869685
928,0.07587451449670508
929,0.07474276176795709
930,0.07361270455237884
931,0.07248434775605216
932,0.07135769627118611
933,0.07023275497608984
934,0.06910952873514424
935,0.06798802239877368
936,0.06686824080341869
937,0.06575018877150879
938,0.06463387111143386
939,0.06351929261751788
940,0.06240645806999115
941,0.06129537223496271
942,0.06018603986439429
943,0.05907846569607217
944,0.05797265445358159
945,0.05686861084627877
946,0.055766339569265556
947,0.054665845303361674
948,0.05356713271507944
949,0.052470206456597
950,0.05137507116573178
951,0.0502817314659154
952,0.04919019196616681
953,0.04810045726106683
954,0.04701253193073278
955,0.04592642054079262
956,0.04484212764235898
957,0.04375965777200488
958,0.04267901545173725
959,0.041600205188972915
960,0.04052323147651307
961,0.0394480987925181
962,0.038374811600483075
963,0.037303374349213436
964,0.03623379147280008
965,0.03516606739059449
966,0.034100206507185496
967,0.03303621321237397
968,0.03197409188114903
969,0.030913846873665194
970,0.02985548253521662
971,0.028799003196214496
972,0.02774441317216365
973,0.02669171676363806
974,0.02564091825625845
975,0.024592021920668602
976,0.02354503201251189
977,0.022499952772408554
978,0.02145678842593305
979,0.020415543183590977
980,0.019376221240795924
981,0.01833882677784796
982,0.01730336395991013
983,0.016269836936986436
984,0.015238249843900643
985,0.014208606800272429
986,0.013180911910496435
987,0.012155169263720704
988,0.011131382933823911
989,0.010109556979394788
990,0.009089695443710157
991,0.00807180235471329
992,0.007055881724992781
993,0.0060419375517624125
994,0.005029973816838418
995,0.004019994486619581
996,0.0030120035120667424
997,0.0020060048286811402
998,0.001002002356484871
999,3.8981718325193755e-17
