,Tempo,x,y,Frequencia,Xf,Yf
123,0.615,-0.03914418765900468,0.0015322674274833744,23.6180904522613,3.7989347484979876,2.1600035958926456
124,0.62,-3.8981718325193755e-17,1.5195743635847466e-33,24.623115577889436,4.364494883935194,2.0799970769045357
125,0.625,0.03601265264628425,0.0012969111506219238,25.628140703517573,1.9936344385781772,2.0000022876174794
126,0.63,0.04897075172058317,0.0023981345240789995,26.633165829145725,0.3517574784622499,1.9199983230656423
127,0.635,0.033345048746559545,0.0011118922759104323,27.63819095477386,0.18830896711050538,1.840001079326077
128,0.64,-1.2257026549517533e-16,1.5023469983557766e-32,28.643216080402,0.12648067166306642,1.759999516683913
129,0.645,-0.031045390212314113,0.000963816253434849,29.64824120603015,0.09437589361653198,1.6799998771145255
130,0.65,-0.04244131815783875,0.001801265486974893,30.653266331658273,0.07482514665018569,1.6000007519861406
131,0.655,-0.029042461811519395,0.0008434645880735624,31.658291457286424,0.061712880065659226,1.5199985816766446
132,0.66,2.437342533604521e-16,5.940638626117705e-32,32.66331658291455,0.05233060162201841,1.4400021387642257
133,0.665,0.02728231261082149,0.0007443245813945894,33.6683417085427,0.04529842080064128,1.3599970660938767
134,0.67,0.037448221903975364,0.0014023693237693801,34.67336683417085,0.03984071021372371,1.2800038297502336
135,0.675,0.025723323318774322,0.0006616893625621988,35.67839195979897,0.03548847563559043,1.1999951398804476
136,0.68,-2.1232136761760259e-16,4.508036314700914e-32,36.68341708542712,0.031941668582596394,1.1200060702669519
137,0.685,-0.024332873409651762,0.0005920887283701378,37.688442211055275,0.02899949929206813,1.0399924775708314
138,0.6900000000000001,-0.033506303808820054,0.0011226723949289493,38.6934673366834,0.026522581797782774,0.9600093046572171
139,0.6950000000000001,-0.0230850337476179,0.0005329187831286574,39.69849246231155,0.02441116038654667,0.8799884546414578
140,0.7000000000000001,3.002774476975813e-16,9.016654559577367e-32,40.7035175879397,0.022591979831378728,0.8000144382135465
141,0.705,0.021958934540417138,0.0004821948061503248,41.70854271356782,0.021010047087493856,0.7199817131357574
142,0.71,0.030315227255599115,0.0009190130035586194,42.713567839195974,0.01962328400609881,0.6400235894979304
143,0.715,0.020937588747839877,0.000438382622573671,43.7185929648241,0.01839895352390656,0.559968790369129
144,0.72,1.4178752621088318e-16,2.0103702589001886e-32,44.72361809045225,0.017311209422165103,0.4800427494028313
145,0.725,-0.020007029247935546,0.0004002812193277484,45.7286432160804,0.016339378276817272,0.3999385487615098
146,0.73,-0.02767912053772093,0.0007661337137416845,46.73366834170852,0.015466730577266604,0.32009467856425833
147,0.735,-0.019155666301215,0.0003669395514435039,47.738693467336674,0.014679585967521306,0.23983792976386253
148,0.74,-3.8981718325193755e-17,1.5195743635847466e-33,48.7437185929648,0.013966651273088403,0.16033037315055743
149,0.745,0.018373802370553114,0.00033759661355214324,49.74874371859295,0.0133185236310219,0.07905462765474192
150,0.75,0.02546479089470325,0.0006484555753109616,50.7537688442211,0.012727312625827561,0.00810461453655742
151,0.755,0.017653261101119772,0.00031163762750430847,51.75879396984922,0.01218634947360929,0.0009454741863705873
152,0.76,-4.8007811424235754e-17,2.304749957744981e-33,52.76381909547737,0.011689960739236484,0.0003305773357243913
153,0.765,-0.01698710030485105,0.0002885615767670706,53.768844221105525,0.011233290487142361,0.00016237777731442637
154,0.77,-0.023578510087688197,0.0005559461379552141,54.77386934673365,0.010812159197117949,9.509099468674176e-05
155,0.775,-0.01636938756649282,0.00026795684930204977,55.7788944723618,0.010422950881198823,6.197063146995418e-05
156,0.78,1.2257026549517533e-16,1.5023469983557766e-32,56.78391959798995,0.010062522043283728,4.337839738277616e-05
157,0.785,0.01579502309047559,0.00024948275442865706,57.78894472361807,0.009728127709775158,3.195146494450185e-05
158,0.79,0.021952405943709695,0.00048190812671742076,58.793969849246224,0.009417360914397932,2.444804987922211e-05
159,0.795,0.015259598578933933,0.0002328553487902025,59.79899497487435,0.009128102869909949,1.926670364649219e-05
160,0.8,-3.6409207457645156e-17,1.3256303876938436e-33,60.8040201005025,0.008858481691329523,1.554466257713827e-05
161,0.805,-0.014759283871428058,0.0002178364603973964,61.80904522613065,0.008606838008825113,1.2784565529555536e-05
162,0.81,-0.02053612168927681,0.00042173229403678545,62.81407035175877,0.008371696167845943,1.068368431589306e-05
163,0.8150000000000001,-0.014290735177096808,0.00020422511190191215,63.819095477386924,0.008151739987467987,9.049356612722548e-06
164,0.8200000000000001,2.437342533604521e-16,5.940638626117705e-32,64.82412060301505,0.007945792259336226,7.754316862618182e-06
165,0.8250000000000001,0.013851020248570994,0.00019185076192632368,65.8291457286432,0.007752797332548855,6.711803090642121e-06
166,0.8300000000000001,0.019291508253563065,0.00037216229069729186,66.83417085427135,0.007571806257898217,5.861042699395469e-06
167,0.835,0.01343755695756879,0.0001805679369879054,67.83919597989947,0.007401964064841726,5.158455892440017e-06
168,0.84,-2.7539686777311167e-17,7.584343477924076e-34,68.84422110552762,0.007242498824143517,4.572142773051624e-06
169,0.845,-0.013048062553001522,0.0001702519363870406,69.84924623115577,0.007092712212127594,4.07832569893074e-06
170,0.85,-0.018189136353359465,0.0003308446812811028,70.8542713567839,0.006951971343037933,3.658993377619879e-06
171,0.855,-0.012680511495170502,0.00016079537177915123,71.85929648241205,0.006819701676624934,3.300304603826021e-06
172,0.86,-3.8981718325193755e-17,1.5195743635847466e-33,72.8643216080402,0.006695380840955334,2.9914842556433285e-06
173,0.865,0.012333100221330162,0.0001521053610693741,73.86934673366832,0.0065785332371191,2.7240455873212e-06
174,0.87,0.017205939793718414,0.00029604436418506283,74.87437185929647,0.006468725314332069,2.491233113133262e-06
175,0.875,0.012004217548761454,0.00014410123895799244,75.8793969849246,0.006365561421827648,2.2876174796682136e-06
176,0.88,9.850087025901398e-17,9.702421441783104e-33,76.88442211055275,0.006268680158602269,2.1087967079225223e-06
177,0.885,-0.01169241969035201,0.0001367126782153314,77.8894472361809,0.006177751154394562,1.9511731348398342e-06
178,0.89,-0.016323583906861058,0.0002664593915643333,78.89447236180902,0.006092472225184498,1.8117848636922673e-06
179,0.895,-0.011396409065279821,0.00012987813958319208,79.89949748743717,0.006012566855205348,1.688177103886801e-06
180,0.9,-3.898171832519376e-17,1.5195743635847472e-33,80.9045226130653,0.005937781964243993,1.5783029060356668e-06
181,0.905,0.011115016248853105,0.00012354358621226855,81.90954773869345,0.005867885925201898,1.4804459671502457e-06
182,0.91,0.015527311521160521,0.00024109740307516427,82.9145728643216,0.0058026668016062915,1.3931599964767116e-06
183,0.915,0.010847184532013287,0.0001176614122715483,83.91959798994972,0.005741930779294625,1.3152208025168921e-06
184,0.92,-2.30271588042088e-16,5.302500425942509e-32,84.92462311557787,0.005685500769777537,1.2455880862016766e-06
185,0.925,-0.010591956660671968,0.00011218954590155327,85.92964824120602,0.005633215166101739,1.1833748355949414e-06
186,0.93,-0.014805110985292583,0.00021919131128683112,86.93467336683415,0.0055849267344572654,1.127822605612172e-06
187,0.935,-0.010348463404104594,0.00010709069482609204,87.9396984924623,0.005540501627127168,1.0782814913734562e-06
188,0.9400000000000001,6.382408956049566e-17,4.073514408226171e-33,88.94472361809045,0.005499818504258866,1.0341937844438043e-06
189,0.9450000000000001,0.010115913664686603,0.00010233170927139314,89.94974874371857,0.005462767753588419,9.95080613352961e-07
190,0.9500000000000001,0.014147106052612915,0.000200140609663877,90.95477386934672,0.005429250798747797,9.605309605753565e-07
191,0.9550000000000001,0.009893585891836226,9.788304179914082e-05,91.95979899497485,0.005399179487981184,9.301926334193134e-07
192,0.96,8.814971340095828e-17,7.770371972671083e-33,92.964824120603,0.005372475556249312,9.037648094900597e-07
193,0.965,-0.009680820603839764,9.37182875637285e-05,93.96984924623115,0.005349070154614728,8.80991908036588e-07
194,0.97,-0.013545101539735772,0.0001834697757217524,94.97487437185927,0.005328903441756849,8.616585384646491e-07
195,0.975,-0.00947701385428533,8.981379159431607e-05,95.97989949748742,0.005311924233081522,8.455853788003065e-07
196,0.98,-3.8981718325193755e-17,1.5195743635847466e-33,96.98492462311555,0.005298089703727332,8.326258232882466e-07
197,0.985,0.00928161150677424,8.614831216268397e-05,97.9899497487437,0.005287365142285241,8.226633080032908e-07
198,0.99,0.012992240252399619,0.00016879830677607292,98.99497487437185,0.0052797237526868435,8.156092271283111e-07
199,0.995,0.009094104203607104,8.27027312660644e-05,100.0,0.00527514650215094,8.114013656801422e-07
